Id;product_1;product_2;product_3;product_4;product_5;product_6;product_7;product_8;product_9;product_10;product_11;product_12;product_13;product_14;product_15;product_16;product_17;product_18;product_19;product_20
3609;fresh tuna;herb & pepper;mineral water;milk;cereals;;;;;;;;;;;;;;;
3610;soup;honey;cake;french fries;hot dogs;sparkling water;brownies;strawberries;pancakes;yogurt cake;;;;;;;;;;
3611;french fries;;;;;;;;;;;;;;;;;;;
3612;mint;;;;;;;;;;;;;;;;;;;
3613;milk;green tea;;;;;;;;;;;;;;;;;;
3614;ham;tomatoes;ground beef;mineral water;salmon;;;;;;;;;;;;;;;
3615;shrimp;frozen vegetables;mineral water;chocolate;soup;milk;olive oil;eggs;cake;;;;;;;;;;;
3616;ground beef;;;;;;;;;;;;;;;;;;;
3617;mineral water;;;;;;;;;;;;;;;;;;;
3618;green tea;french fries;brownies;;;;;;;;;;;;;;;;;
3619;mineral water;energy bar;salmon;cooking oil;shallot;low fat yogurt;;;;;;;;;;;;;;
3620;mineral water;honey;cottage cheese;;;;;;;;;;;;;;;;;
3621;burgers;frozen vegetables;mineral water;;;;;;;;;;;;;;;;;
3622;mineral water;gums;;;;;;;;;;;;;;;;;;
3623;frozen smoothie;;;;;;;;;;;;;;;;;;;
3624;ham;frozen vegetables;ground beef;spaghetti;mineral water;chocolate;olive oil;vegetables mix;eggs;tomato juice;;;;;;;;;;
3625;spaghetti;milk;cake;burger sauce;chocolate;white wine;;;;;;;;;;;;;;
3626;turkey;ground beef;chocolate;escalope;;;;;;;;;;;;;;;;
3627;strong cheese;vegetables mix;french fries;green tea;;;;;;;;;;;;;;;;
3628;chocolate;shrimp;mineral water;milk;barbecue sauce;cereals;french fries;low fat yogurt;;;;;;;;;;;;
3629;mineral water;cottage cheese;pancakes;;;;;;;;;;;;;;;;;
3630;soup;olive oil;green tea;cottage cheese;honey;;;;;;;;;;;;;;;
3631;cake;mint;;;;;;;;;;;;;;;;;;
3632;turkey;grated cheese;butter;eggs;eggplant;chocolate;french fries;;;;;;;;;;;;;
3633;chocolate;champagne;green tea;;;;;;;;;;;;;;;;;
3634;green grapes;chocolate;;;;;;;;;;;;;;;;;;
3635;frozen vegetables;tomatoes;ground beef;soup;milk;light cream;cooking oil;chicken;chocolate;low fat yogurt;;;;;;;;;;
3636;burgers;tomatoes;eggs;cake;french fries;frozen smoothie;cookies;hot dogs;light mayo;tomato juice;;;;;;;;;;
3637;mineral water;soup;eggs;;;;;;;;;;;;;;;;;
3638;pickles;chocolate;energy drink;low fat yogurt;;;;;;;;;;;;;;;;
3639;grated cheese;mineral water;chocolate;milk;black tea;chicken;green tea;mint;;;;;;;;;;;;
3640;herb & pepper;avocado;salmon;rice;cottage cheese;magazines;green tea;;;;;;;;;;;;;
3641;burgers;fresh tuna;spaghetti;energy bar;bacon;eggs;french fries;escalope;pancakes;gluten free bar;light mayo;;;;;;;;;
3642;shrimp;frozen vegetables;ground beef;spaghetti;mineral water;milk;oil;cereals;french fries;champagne;frozen smoothie;low fat yogurt;;;;;;;;
3643;tomatoes;mineral water;cooking oil;chocolate;;;;;;;;;;;;;;;;
3644;french fries;;;;;;;;;;;;;;;;;;;
3645;spaghetti;mineral water;yogurt cake;light mayo;low fat yogurt;;;;;;;;;;;;;;;
3646;frozen vegetables;;;;;;;;;;;;;;;;;;;
3647;mineral water;frozen smoothie;low fat yogurt;;;;;;;;;;;;;;;;;
3648;mineral water;chicken;hot dogs;;;;;;;;;;;;;;;;;
3649;fresh tuna;pancakes;cake;cottage cheese;brownies;yogurt cake;white wine;green tea;;;;;;;;;;;;
3650;frozen vegetables;spaghetti;;;;;;;;;;;;;;;;;;
3651;cookies;;;;;;;;;;;;;;;;;;;
3652;chocolate;grated cheese;salmon;french fries;cookies;shallot;tomato juice;low fat yogurt;;;;;;;;;;;;
3653;parmesan cheese;chocolate;black tea;cookies;;;;;;;;;;;;;;;;
3654;mineral water;carrots;chocolate;escalope;pancakes;;;;;;;;;;;;;;;
3655;turkey;burgers;fresh tuna;frozen vegetables;eggs;cake;pancakes;fresh bread;;;;;;;;;;;;
3656;soup;;;;;;;;;;;;;;;;;;;
3657;escalope;;;;;;;;;;;;;;;;;;;
3658;herb & pepper;ground beef;oatmeal;napkins;;;;;;;;;;;;;;;;
3659;shrimp;frozen vegetables;spaghetti;mineral water;milk;energy bar;chicken;chocolate;mint;;;;;;;;;;;
3660;butter;low fat yogurt;;;;;;;;;;;;;;;;;;
3661;hot dogs;;;;;;;;;;;;;;;;;;;
3662;cookies;;;;;;;;;;;;;;;;;;;
3663;grated cheese;antioxydant juice;low fat yogurt;;;;;;;;;;;;;;;;;
3664;pancakes;eggs;;;;;;;;;;;;;;;;;;
3665;spaghetti;eggs;cake;escalope;;;;;;;;;;;;;;;;
3666;herb & pepper;shrimp;chocolate;frozen smoothie;;;;;;;;;;;;;;;;
3667;burgers;tomatoes;oil;cereals;chocolate;french fries;escalope;champagne;;;;;;;;;;;;
3668;salt;;;;;;;;;;;;;;;;;;;
3669;turkey;frozen vegetables;ground beef;eggs;barbecue sauce;eggplant;champagne;escalope;green tea;;;;;;;;;;;
3670;turkey;ground beef;olive oil;eggs;blueberries;bug spray;green tea;;;;;;;;;;;;;
3671;turkey;burgers;grated cheese;pepper;spaghetti;eggs;gums;low fat yogurt;green tea;;;;;;;;;;;
3672;frozen vegetables;tomatoes;milk;salmon;cake;escalope;;;;;;;;;;;;;;
3673;spaghetti;;;;;;;;;;;;;;;;;;;
3674;mineral water;;;;;;;;;;;;;;;;;;;
3675;french fries;;;;;;;;;;;;;;;;;;;
3676;chocolate;spaghetti;olive oil;almonds;salmon;vegetables mix;frozen smoothie;cottage cheese;yogurt cake;;;;;;;;;;;
3677;spaghetti;olive oil;fromage blanc;pancakes;eggs;cereals;clothes accessories;yogurt cake;gluten free bar;fresh bread;green tea;;;;;;;;;
3678;mineral water;;;;;;;;;;;;;;;;;;;
3679;burgers;red wine;spaghetti;milk;chicken;ham;chocolate;french fries;;;;;;;;;;;;
3680;burgers;frozen vegetables;mineral water;milk;olive oil;honey;chocolate;;;;;;;;;;;;;
3681;grated cheese;ground beef;pepper;spaghetti;mineral water;chocolate;salmon;pancakes;eggs;escalope;cookies;fresh bread;;;;;;;;
3682;chocolate;champagne;;;;;;;;;;;;;;;;;;
3683;meatballs;muffins;cottage cheese;strawberries;protein bar;;;;;;;;;;;;;;;
3684;french fries;light mayo;;;;;;;;;;;;;;;;;;
3685;chocolate;shrimp;whole wheat pasta;ground beef;milk;french fries;;;;;;;;;;;;;;
3686;turkey;frozen vegetables;avocado;butter;green grapes;cake;barbecue sauce;tomato juice;;;;;;;;;;;;
3687;burgers;mineral water;chocolate;pancakes;honey;cooking oil;light mayo;hand protein bar;zucchini;green tea;;;;;;;;;;
3688;chocolate;tomatoes;salmon;;;;;;;;;;;;;;;;;
3689;energy bar;chicken;eggs;light mayo;;;;;;;;;;;;;;;;
3690;frozen smoothie;;;;;;;;;;;;;;;;;;;
3691;grated cheese;olive oil;french wine;chicken;cider;bacon;honey;chocolate;french fries;frozen smoothie;;;;;;;;;;
3692;turkey;ham;grated cheese;herb & pepper;red wine;shrimp;ground beef;spaghetti;mineral water;pancakes;whole wheat rice;cereals;;;;;;;;
3693;french fries;;;;;;;;;;;;;;;;;;;
3694;olive oil;antioxydant juice;french fries;cookies;hand protein bar;green tea;;;;;;;;;;;;;;
3695;burgers;shrimp;ground beef;spaghetti;mineral water;eggs;whole wheat rice;cereals;chocolate;;;;;;;;;;;
3696;ground beef;spaghetti;mineral water;cooking oil;;;;;;;;;;;;;;;;
3697;pasta;;;;;;;;;;;;;;;;;;;
3698;turkey;ground beef;pepper;spaghetti;chocolate;pancakes;rice;cookies;;;;;;;;;;;;
3699;green tea;;;;;;;;;;;;;;;;;;;
3700;french fries;escalope;pasta;;;;;;;;;;;;;;;;;
3701;antioxydant juice;brownies;;;;;;;;;;;;;;;;;;
3702;extra dark chocolate;mashed potato;;;;;;;;;;;;;;;;;;
3703;burgers;;;;;;;;;;;;;;;;;;;
3704;chicken;;;;;;;;;;;;;;;;;;;
3705;antioxydant juice;;;;;;;;;;;;;;;;;;;
3706;antioxydant juice;;;;;;;;;;;;;;;;;;;
3707;whole wheat pasta;olive oil;oil;clothes accessories;pasta;white wine;green tea;;;;;;;;;;;;;
3708;frozen vegetables;eggs;;;;;;;;;;;;;;;;;;
3709;french fries;;;;;;;;;;;;;;;;;;;
3710;herb & pepper;hot dogs;;;;;;;;;;;;;;;;;;
3711;frozen vegetables;spaghetti;mineral water;almonds;green grapes;whole wheat rice;cake;gums;eggplant;cereals;french fries;fresh bread;low fat yogurt;green tea;;;;;;
3712;strawberries;;;;;;;;;;;;;;;;;;;
3713;soup;milk;olive oil;muffins;;;;;;;;;;;;;;;;
3714;chocolate;whole wheat pasta;spaghetti;cake;blueberries;oil;chicken;;;;;;;;;;;;;
3715;escalope;;;;;;;;;;;;;;;;;;;
3716;tomato sauce;mineral water;almonds;eggs;cake;chocolate;brownies;;;;;;;;;;;;;
3717;milk;;;;;;;;;;;;;;;;;;;
3718;burgers;ground beef;chicken;whole weat flour;frozen smoothie;escalope;hot dogs;green tea;;;;;;;;;;;;
3719;frozen vegetables;avocado;milk;tomato juice;;;;;;;;;;;;;;;;
3720;champagne;;;;;;;;;;;;;;;;;;;
3721;cookies;honey;;;;;;;;;;;;;;;;;;
3722;chocolate;shrimp;pepper;spaghetti;mineral water;nonfat milk;blueberries;light cream;chicken;carrots;;;;;;;;;;
3723;turkey;shrimp;chocolate;olive oil;french wine;honey;;;;;;;;;;;;;;
3724;chutney;eggs;body spray;;;;;;;;;;;;;;;;;
3725;whole wheat pasta;ground beef;spaghetti;meatballs;milk;bacon;soda;green tea;;;;;;;;;;;;
3726;frozen vegetables;ground beef;spaghetti;olive oil;strong cheese;eggs;;;;;;;;;;;;;;
3727;turkey;escalope;pasta;;;;;;;;;;;;;;;;;
3728;green tea;;;;;;;;;;;;;;;;;;;
3729;mineral water;;;;;;;;;;;;;;;;;;;
3730;pepper;mineral water;;;;;;;;;;;;;;;;;;
3731;pancakes;honey;barbecue sauce;;;;;;;;;;;;;;;;;
3732;tomato sauce;mineral water;milk;french wine;pancakes;light cream;cooking oil;chicken;extra dark chocolate;eggplant;champagne;cookies;;;;;;;;
3733;french fries;energy drink;;;;;;;;;;;;;;;;;;
3734;frozen vegetables;chocolate;escalope;tomato juice;;;;;;;;;;;;;;;;
3735;burgers;shrimp;eggplant;brownies;;;;;;;;;;;;;;;;
3736;french fries;;;;;;;;;;;;;;;;;;;
3737;frozen vegetables;strawberries;yogurt cake;gluten free bar;;;;;;;;;;;;;;;;
3738;burgers;;;;;;;;;;;;;;;;;;;
3739;mineral water;honey;frozen smoothie;cottage cheese;body spray;;;;;;;;;;;;;;;
3740;energy bar;vegetables mix;energy drink;light mayo;;;;;;;;;;;;;;;;
3741;turkey;burgers;grated cheese;ground beef;mineral water;milk;vegetables mix;escalope;;;;;;;;;;;;
3742;milk;chocolate;french fries;escalope;pancakes;salad;;;;;;;;;;;;;;
3743;spaghetti;eggplant;french fries;green tea;;;;;;;;;;;;;;;;
3744;milk;chocolate;;;;;;;;;;;;;;;;;;
3745;mineral water;avocado;cake;chocolate;french fries;cottage cheese;pancakes;fresh bread;magazines;;;;;;;;;;;
3746;grated cheese;eggs;pasta;hot dogs;sparkling water;;;;;;;;;;;;;;;
3747;whole wheat pasta;;;;;;;;;;;;;;;;;;;
3748;whole wheat pasta;;;;;;;;;;;;;;;;;;;
3749;spaghetti;mineral water;frozen smoothie;pancakes;;;;;;;;;;;;;;;;
3750;chocolate;herb & pepper;ground beef;mineral water;soup;olive oil;light cream;oil;chicken;hot dogs;;;;;;;;;;
3751;ground beef;spaghetti;bacon;french fries;pancakes;yogurt cake;;;;;;;;;;;;;;
3752;frozen vegetables;;;;;;;;;;;;;;;;;;;
3753;shrimp;frozen vegetables;green tea;french fries;frozen smoothie;cookies;light mayo;;;;;;;;;;;;;
3754;turkey;shrimp;whole wheat pasta;mineral water;milk;pancakes;bug spray;brownies;body spray;;;;;;;;;;;
3755;champagne;;;;;;;;;;;;;;;;;;;
3756;tomatoes;chocolate;french fries;frozen smoothie;cookies;low fat yogurt;;;;;;;;;;;;;;
3757;burgers;cake;brownies;;;;;;;;;;;;;;;;;
3758;eggs;light mayo;;;;;;;;;;;;;;;;;;
3759;shrimp;;;;;;;;;;;;;;;;;;;
3760;burgers;ground beef;milk;whole wheat rice;;;;;;;;;;;;;;;;
3761;tomatoes;butter;gums;cereals;chocolate;pancakes;light mayo;green tea;;;;;;;;;;;;
3762;mineral water;cake;low fat yogurt;;;;;;;;;;;;;;;;;
3763;turkey;ground beef;pepper;cookies;;;;;;;;;;;;;;;;
3764;spaghetti;milk;olive oil;oatmeal;frozen smoothie;pancakes;white wine;low fat yogurt;;;;;;;;;;;;
3765;chocolate;cookies;champagne;;;;;;;;;;;;;;;;;
3766;mineral water;olive oil;eggs;green tea;;;;;;;;;;;;;;;;
3767;mineral water;avocado;whole wheat rice;energy drink;;;;;;;;;;;;;;;;
3768;pickles;vegetables mix;pancakes;green tea;;;;;;;;;;;;;;;;
3769;mineral water;eggs;;;;;;;;;;;;;;;;;;
3770;grated cheese;herb & pepper;;;;;;;;;;;;;;;;;;
3771;gluten free bar;;;;;;;;;;;;;;;;;;;
3772;ground beef;spaghetti;mineral water;meatballs;fromage blanc;cooking oil;;;;;;;;;;;;;;
3773;burgers;ground beef;escalope;;;;;;;;;;;;;;;;;
3774;chocolate;french fries;;;;;;;;;;;;;;;;;;
3775;turkey;;;;;;;;;;;;;;;;;;;
3776;grated cheese;light mayo;;;;;;;;;;;;;;;;;;
3777;vegetables mix;energy drink;;;;;;;;;;;;;;;;;;
3778;frozen vegetables;whole wheat pasta;mineral water;honey;cooking oil;frozen smoothie;tomato juice;fresh bread;green tea;;;;;;;;;;;
3779;fresh tuna;frozen vegetables;mineral water;avocado;meatballs;milk;french wine;fromage blanc;honey;cereals;frozen smoothie;fresh bread;;;;;;;;
3780;frozen vegetables;spaghetti;chocolate;olive oil;gums;burger sauce;frozen smoothie;pancakes;green tea;;;;;;;;;;;
3781;mineral water;olive oil;;;;;;;;;;;;;;;;;;
3782;mineral water;soup;cake;frozen smoothie;low fat yogurt;;;;;;;;;;;;;;;
3783;champagne;;;;;;;;;;;;;;;;;;;
3784;pickles;frozen smoothie;champagne;pancakes;mint;;;;;;;;;;;;;;;
3785;whole wheat pasta;mineral water;chocolate;pancakes;body spray;;;;;;;;;;;;;;;
3786;spaghetti;escalope;cookies;champagne;protein bar;hand protein bar;low fat yogurt;;;;;;;;;;;;;
3787;whole wheat pasta;olive oil;body spray;;;;;;;;;;;;;;;;;
3788;pepper;mineral water;chocolate;milk;nonfat milk;frozen smoothie;;;;;;;;;;;;;;
3789;milk;;;;;;;;;;;;;;;;;;;
3790;whole wheat pasta;frozen smoothie;brownies;energy drink;;;;;;;;;;;;;;;;
3791;green tea;;;;;;;;;;;;;;;;;;;
3792;mineral water;milk;chocolate;;;;;;;;;;;;;;;;;
3793;turkey;tomatoes;spaghetti;avocado;whole wheat rice;french fries;;;;;;;;;;;;;;
3794;tomatoes;ground beef;mineral water;milk;honey;french fries;pancakes;tomato juice;;;;;;;;;;;;
3795;tomatoes;eggs;chocolate;french fries;low fat yogurt;;;;;;;;;;;;;;;
3796;spaghetti;mineral water;whole wheat rice;;;;;;;;;;;;;;;;;
3797;red wine;;;;;;;;;;;;;;;;;;;
3798;grated cheese;ground beef;spaghetti;mineral water;olive oil;pancakes;cake;extra dark chocolate;;;;;;;;;;;;
3799;cake;chocolate;low fat yogurt;;;;;;;;;;;;;;;;;
3800;low fat yogurt;;;;;;;;;;;;;;;;;;;
3801;cookies;;;;;;;;;;;;;;;;;;;
3802;fresh tuna;grated cheese;mineral water;cake;blueberries;light cream;whole weat flour;french fries;escalope;;;;;;;;;;;
3803;mineral water;extra dark chocolate;brownies;asparagus;low fat yogurt;;;;;;;;;;;;;;;
3804;herb & pepper;mineral water;chocolate;milk;salmon;pancakes;eggs;green tea;escalope;;;;;;;;;;;
3805;tomatoes;spaghetti;soup;milk;olive oil;chicken;green beans;frozen smoothie;;;;;;;;;;;;
3806;herb & pepper;pepper;mineral water;fresh bread;;;;;;;;;;;;;;;;
3807;melons;;;;;;;;;;;;;;;;;;;
3808;spaghetti;meatballs;;;;;;;;;;;;;;;;;;
3809;mineral water;;;;;;;;;;;;;;;;;;;
3810;ground beef;spaghetti;eggs;;;;;;;;;;;;;;;;;
3811;grated cheese;salmon;oil;;;;;;;;;;;;;;;;;
3812;grated cheese;mineral water;butter;low fat yogurt;;;;;;;;;;;;;;;;
3813;low fat yogurt;;;;;;;;;;;;;;;;;;;
3814;eggs;;;;;;;;;;;;;;;;;;;
3815;herb & pepper;spaghetti;butter;cooking oil;frozen smoothie;low fat yogurt;honey;;;;;;;;;;;;;
3816;burgers;fresh tuna;mineral water;eggs;frozen smoothie;mushroom cream sauce;pancakes;yogurt cake;light mayo;mayonnaise;green tea;;;;;;;;;
3817;whole wheat rice;french fries;frozen smoothie;escalope;;;;;;;;;;;;;;;;
3818;grated cheese;mineral water;chocolate;chutney;salmon;eggs;whole wheat rice;cake;;;;;;;;;;;;
3819;ground beef;spaghetti;;;;;;;;;;;;;;;;;;
3820;red wine;spaghetti;mineral water;mint;;;;;;;;;;;;;;;;
3821;ground beef;tomato sauce;spaghetti;mineral water;milk;eggs;light cream;cooking oil;cereals;frozen smoothie;mint;;;;;;;;;
3822;strawberries;;;;;;;;;;;;;;;;;;;
3823;spaghetti;mineral water;whole wheat rice;cookies;;;;;;;;;;;;;;;;
3824;frozen vegetables;mineral water;soup;milk;olive oil;black tea;pancakes;fresh bread;;;;;;;;;;;;
3825;turkey;french fries;low fat yogurt;;;;;;;;;;;;;;;;;
3826;cookies;;;;;;;;;;;;;;;;;;;
3827;mineral water;;;;;;;;;;;;;;;;;;;
3828;shrimp;mineral water;;;;;;;;;;;;;;;;;;
3829;grated cheese;frozen vegetables;tomatoes;spaghetti;olive oil;energy bar;honey;escalope;cauliflower;;;;;;;;;;;
3830;mineral water;soup;extra dark chocolate;;;;;;;;;;;;;;;;;
3831;red wine;black tea;honey;cake;;;;;;;;;;;;;;;;
3832;black tea;;;;;;;;;;;;;;;;;;;
3833;burgers;chocolate;grated cheese;herb & pepper;ground beef;spaghetti;milk;bacon;corn;pancakes;toothpaste;;;;;;;;;
3834;grated cheese;ground beef;milk;butter;burger sauce;oil;french fries;low fat yogurt;;;;;;;;;;;;
3835;grated cheese;herb & pepper;red wine;spaghetti;mineral water;eggs;;;;;;;;;;;;;;
3836;frozen vegetables;tomatoes;ground beef;spaghetti;mineral water;chocolate;;;;;;;;;;;;;;
3837;turkey;burgers;grated cheese;pepper;tomato sauce;mineral water;almonds;chutney;pancakes;eggs;escalope;light mayo;;;;;;;;
3838;cookies;;;;;;;;;;;;;;;;;;;
3839;ground beef;french fries;pasta;;;;;;;;;;;;;;;;;
3840;french fries;;;;;;;;;;;;;;;;;;;
3841;cookies;;;;;;;;;;;;;;;;;;;
3842;escalope;;;;;;;;;;;;;;;;;;;
3843;grated cheese;ground beef;spaghetti;mineral water;pancakes;cake;;;;;;;;;;;;;;
3844;tomatoes;ground beef;spaghetti;mineral water;eggs;whole wheat rice;cookies;low fat yogurt;mint;;;;;;;;;;;
3845;whole wheat rice;;;;;;;;;;;;;;;;;;;
3846;spaghetti;soup;;;;;;;;;;;;;;;;;;
3847;herb & pepper;spaghetti;black tea;cake;cottage cheese;yogurt cake;;;;;;;;;;;;;;
3848;cottage cheese;;;;;;;;;;;;;;;;;;;
3849;pepper;mineral water;pancakes;eggs;cooking oil;chocolate;low fat yogurt;;;;;;;;;;;;;
3850;grated cheese;pancakes;blueberries;champagne;;;;;;;;;;;;;;;;
3851;turkey;herb & pepper;parmesan cheese;spaghetti;escalope;mushroom cream sauce;fresh bread;low fat yogurt;;;;;;;;;;;;
3852;fresh tuna;butter;chicken;green tea;chocolate;fresh bread;;;;;;;;;;;;;;
3853;frozen vegetables;parmesan cheese;;;;;;;;;;;;;;;;;;
3854;eggs;honey;green tea;;;;;;;;;;;;;;;;;
3855;turkey;red wine;whole wheat pasta;pepper;spaghetti;mineral water;soup;avocado;eggs;body spray;low fat yogurt;;;;;;;;;
3856;mineral water;chocolate;black tea;;;;;;;;;;;;;;;;;
3857;ground beef;pepper;spaghetti;;;;;;;;;;;;;;;;;
3858;eggs;whole wheat rice;french fries;;;;;;;;;;;;;;;;;
3859;tomatoes;ground beef;pepper;spaghetti;salmon;cake;;;;;;;;;;;;;;
3860;eggs;;;;;;;;;;;;;;;;;;;
3861;turkey;chocolate;ground beef;mineral water;pancakes;zucchini;;;;;;;;;;;;;;
3862;turkey;burgers;herb & pepper;frozen vegetables;whole wheat pasta;ground beef;spaghetti;mineral water;milk;energy bar;black tea;strong cheese;nonfat milk;eggs;;;;;;
3863;shrimp;frozen vegetables;tomatoes;ground beef;spaghetti;;;;;;;;;;;;;;;
3864;cake;;;;;;;;;;;;;;;;;;;
3865;spaghetti;mineral water;salmon;gums;burger sauce;clothes accessories;hot dogs;cottage cheese;mint;;;;;;;;;;;
3866;fresh tuna;mineral water;honey;low fat yogurt;;;;;;;;;;;;;;;;
3867;cereals;low fat yogurt;green tea;;;;;;;;;;;;;;;;;
3868;shrimp;mineral water;milk;olive oil;eggs;;;;;;;;;;;;;;;
3869;burgers;mineral water;almonds;eggs;whole wheat rice;escalope;;;;;;;;;;;;;;
3870;french fries;magazines;mayonnaise;;;;;;;;;;;;;;;;;
3871;shrimp;chocolate;flax seed;vegetables mix;cooking oil;babies food;low fat yogurt;;;;;;;;;;;;;
3872;spaghetti;bug spray;whole weat flour;;;;;;;;;;;;;;;;;
3873;fresh tuna;frozen vegetables;honey;cake;brownies;energy drink;;;;;;;;;;;;;;
3874;burgers;eggs;green tea;;;;;;;;;;;;;;;;;
3875;burgers;chocolate;ground beef;spaghetti;milk;olive oil;eggs;cake;;;;;;;;;;;;
3876;burgers;shrimp;milk;pancakes;eggs;ham;french fries;;;;;;;;;;;;;
3877;burgers;fresh tuna;frozen vegetables;mineral water;milk;cider;eggs;soda;cottage cheese;fresh bread;low fat yogurt;;;;;;;;;
3878;tomato juice;mayonnaise;;;;;;;;;;;;;;;;;;
3879;herb & pepper;shrimp;frozen vegetables;mineral water;meatballs;salmon;eggs;whole wheat rice;carrots;;;;;;;;;;;
3880;cookies;;;;;;;;;;;;;;;;;;;
3881;butter;eggs;;;;;;;;;;;;;;;;;;
3882;grated cheese;cooking oil;white wine;;;;;;;;;;;;;;;;;
3883;frozen vegetables;whole wheat pasta;tomato sauce;rice;green tea;;;;;;;;;;;;;;;
3884;green beans;champagne;low fat yogurt;;;;;;;;;;;;;;;;;
3885;frozen vegetables;ground beef;spaghetti;milk;olive oil;eggs;cooking oil;mint green tea;french fries;low fat yogurt;;;;;;;;;;
3886;burgers;chocolate;mineral water;fromage blanc;salmon;eggs;rice;cooking oil;chicken;carrots;tomato juice;;;;;;;;;
3887;turkey;eggs;white wine;green tea;;;;;;;;;;;;;;;;
3888;eggs;;;;;;;;;;;;;;;;;;;
3889;burgers;butter;cake;cooking oil;eggplant;cereals;brownies;;;;;;;;;;;;;
3890;champagne;mushroom cream sauce;;;;;;;;;;;;;;;;;;
3891;grated cheese;herb & pepper;ground beef;spaghetti;salmon;cooking oil;champagne;;;;;;;;;;;;;
3892;honey;;;;;;;;;;;;;;;;;;;
3893;ground beef;mineral water;honey;low fat yogurt;;;;;;;;;;;;;;;;
3894;turkey;escalope;;;;;;;;;;;;;;;;;;
3895;shrimp;extra dark chocolate;whole weat flour;;;;;;;;;;;;;;;;;
3896;eggs;cake;;;;;;;;;;;;;;;;;;
3897;frozen vegetables;mineral water;soup;milk;eggs;energy drink;;;;;;;;;;;;;;
3898;chicken;frozen smoothie;;;;;;;;;;;;;;;;;;
3899;burgers;fresh tuna;grated cheese;spaghetti;mineral water;avocado;olive oil;gums;frozen smoothie;hot dogs;cottage cheese;;;;;;;;;
3900;turkey;grated cheese;shrimp;tomatoes;vegetables mix;brownies;pancakes;tomato juice;green tea;;;;;;;;;;;
3901;escalope;green tea;;;;;;;;;;;;;;;;;;
3902;ketchup;;;;;;;;;;;;;;;;;;;
3903;cookies;;;;;;;;;;;;;;;;;;;
3904;frozen vegetables;mineral water;pancakes;cake;cooking oil;green tea;shampoo;tomato juice;magazines;;;;;;;;;;;
3905;herb & pepper;shrimp;ground beef;yogurt cake;;;;;;;;;;;;;;;;
3906;mineral water;eggs;;;;;;;;;;;;;;;;;;
3907;chocolate;french fries;;;;;;;;;;;;;;;;;;
3908;grated cheese;tomatoes;ground beef;spaghetti;soup;meatballs;cooking oil;low fat yogurt;;;;;;;;;;;;
3909;grated cheese;frozen vegetables;ground beef;olive oil;salmon;blueberries;;;;;;;;;;;;;;
3910;tomatoes;spaghetti;milk;olive oil;pancakes;whole wheat rice;green tea;yogurt cake;mint;;;;;;;;;;;
3911;yogurt cake;;;;;;;;;;;;;;;;;;;
3912;shrimp;frozen vegetables;tomatoes;spaghetti;milk;butter;chicken;frozen smoothie;tomato juice;mint;;;;;;;;;;
3913;burgers;herb & pepper;frozen vegetables;spaghetti;chocolate;milk;butter;flax seed;almonds;bug spray;chili;whole weat flour;low fat yogurt;;;;;;;
3914;ground beef;spaghetti;mineral water;almonds;eggs;cereals;green tea;;;;;;;;;;;;;
3915;ground beef;;;;;;;;;;;;;;;;;;;
3916;frozen vegetables;butter;whole wheat rice;pet food;fresh bread;;;;;;;;;;;;;;;
3917;tomatoes;ground beef;muffins;eggs;cookies;;;;;;;;;;;;;;;
3918;soup;milk;pancakes;honey;mint green tea;cottage cheese;;;;;;;;;;;;;;
3919;herb & pepper;ground beef;spaghetti;mineral water;soup;cream;pancakes;french fries;frozen smoothie;;;;;;;;;;;
3920;turkey;ground beef;chocolate;cookies;tomato juice;;;;;;;;;;;;;;;
3921;ground beef;spaghetti;butter;french wine;eggs;whole weat flour;hot dogs;sparkling water;brownies;body spray;energy drink;;;;;;;;;
3922;turkey;tomatoes;ground beef;spaghetti;mineral water;meatballs;french fries;;;;;;;;;;;;;
3923;red wine;ground beef;spaghetti;mineral water;black tea;mayonnaise;low fat yogurt;;;;;;;;;;;;;
3924;burger sauce;escalope;;;;;;;;;;;;;;;;;;
3925;frozen vegetables;parmesan cheese;ground beef;spaghetti;eggs;tea;escalope;;;;;;;;;;;;;
3926;tomatoes;;;;;;;;;;;;;;;;;;;
3927;shrimp;soup;gums;barbecue sauce;;;;;;;;;;;;;;;;
3928;frozen smoothie;melons;;;;;;;;;;;;;;;;;;
3929;turkey;ham;chocolate;muffins;pancakes;cake;rice;chicken;green tea;low fat yogurt;;;;;;;;;;
3930;mineral water;pancakes;oil;;;;;;;;;;;;;;;;;
3931;red wine;cake;champagne;;;;;;;;;;;;;;;;;
3932;cottage cheese;light mayo;;;;;;;;;;;;;;;;;;
3933;french fries;pancakes;;;;;;;;;;;;;;;;;;
3934;red wine;tomatoes;ground beef;spaghetti;mineral water;olive oil;chicken;whole wheat rice;chili;chocolate bread;;;;;;;;;;
3935;turkey;olive oil;green tea;honey;;;;;;;;;;;;;;;;
3936;french wine;cake;;;;;;;;;;;;;;;;;;
3937;low fat yogurt;;;;;;;;;;;;;;;;;;;
3938;black tea;eggs;whole wheat rice;low fat yogurt;green tea;;;;;;;;;;;;;;;
3939;tomatoes;green tea;;;;;;;;;;;;;;;;;;
3940;frozen vegetables;tomatoes;parmesan cheese;mineral water;;;;;;;;;;;;;;;;
